sample_id,longitude,latitude,Slope,Elevation,Aspect_sin,Aspect_cos,NDVI,LULC,Rainfall,River Proximity,Road Proximity,TWI,landslide
bg_624,85.93752206373205,27.965991278365728,9.423819541931152,2721.0,-0.22085146364616157,-0.9753074546035974,0.843855082988739,10.0,3.810092926025391,1434.0502083260544,216.33307652783932,15.224904277641276,0
bg_1050,85.51225960822987,28.04899561061837,27.59517288208008,2951.0,0.7018485285096855,0.712326219529219,0.8505114316940308,60.0,4.541608810424805,13272.48281219456,2681.26835658052,15.564101588978165,0
bg_622,86.00166177501818,27.82235066443501,13.796594619750977,3020.0,-0.14907672621216986,-0.9888256315963203,0.5468066334724426,30.0,4.383127212524414,13217.74943021693,123.69316876852982,16.324255826552683,0
99,85.62705095491403,27.99221842514057,40.45361709594727,1594.0,-0.4514952884059574,-0.8922735032192883,0.6015275716781616,30.0,4.772528171539307,2078.6774641584007,30.0,14.443658018918962,1
797,85.8985457503784,27.822601177549902,39.14715576171875,1806.0,0.22484881387060832,-0.9743936632085517,0.3742749989032745,30.0,4.941662311553955,1699.1762710207556,120.0,14.658685867553071,1
307,85.66899819606184,27.78903811064572,31.86018943786621,1168.0,0.8832793210327085,0.46884714037306185,0.2682857811450958,30.0,4.263062000274658,7328.171668294896,30.0,14.30033350421159,1
388,85.68562026276564,27.80769938697481,39.47546005249024,1474.0,0.4666319063905438,-0.8844516176356549,0.793994665145874,10.0,4.6042256355285645,8580.0,90.0,14.394613999025813,1
144,85.94194167399763,27.78194543552097,35.95695877075195,1118.0,0.4035733363153624,0.9149473002393567,0.7061165571212769,10.0,5.216389656066895,4682.403229112161,174.92855684535903,14.255419823191588,1
bg_83,85.58825708126638,28.102625033080304,36.40945053100586,3875.0,0.970416053592634,0.24143877677311487,0.4802645742893219,30.0,4.263921737670898,10290.524767960089,1277.380131362626,15.478016899129488,0
47,85.9596913398223,27.81702396836746,30.024471282958984,2376.0,0.4433815854171518,-0.8963329569490196,0.3995726406574249,30.0,4.941662311553955,6931.233656427981,835.7032966310471,15.124146268922068,1
577,85.7498772453077,27.900764718301208,40.50845336914063,1665.0,0.2572798980181585,-0.9663369257540384,0.5211840867996216,30.0,4.774409770965576,964.2095207992918,30.0,14.533123923949962,1
876,85.54964341452819,27.79724535076342,30.21759414672852,918.0,0.6912275140798743,-0.7226372006608552,0.248444065451622,10.0,4.46352481842041,2370.0,0.0,14.280699514857911,1
bg_1099,85.81867495164303,27.86304434680563,27.117752075195312,2290.0,-0.8223573265031818,-0.5689713767374764,0.5691946744918823,10.0,5.713173389434815,5253.427452625572,349.85711369071805,15.1412365194494,0
bg_1069,85.60766069140335,27.92233315555752,46.450286865234375,1898.0,0.9230381457556655,-0.384708436975254,0.7916327714920044,10.0,5.441863059997559,2020.7176942858691,296.98484809835,14.397101800048524,0
1238,85.93141861133095,27.89678003662564,52.2466049194336,2078.0,-0.865205320544681,-0.5014177433050966,0.491308331489563,30.0,4.404165267944336,1464.7866738880443,0.0,14.38058254417301,1
bg_957,85.69928885038355,27.762253371927414,17.617582321166992,1201.0,-0.7488950132069448,0.6626886593218341,0.6972757577896118,10.0,4.541873455047607,6411.442895323954,30.0,15.044229808132794,0
bg_1005,85.63919155787596,27.740693805108556,2.970603704452514,1111.0,-0.35245242810518235,0.9358297312667306,0.5773219466209412,10.0,3.9692416191101074,1462.942240828393,0.0,15.461052128282464,0
bg_340,85.86664498781502,27.768451747387843,51.61803436279297,1302.0,0.623102208696571,-0.7821404205879242,0.3247663676738739,30.0,6.045157432556152,816.0882305241266,134.1640786499874,13.854169872844558,0
732,85.69885775485012,27.95740738023492,36.91390228271485,3035.0,0.780683475205983,-0.6249266449274741,0.6294017434120178,10.0,4.595747470855713,6390.0,969.3296652842106,15.162097764286711,1
