sample_id,longitude,latitude,Slope,Elevation,Aspect,NDVI,LULC,Rainfall,River Proximity,Road Proximity,TWI,removal_reason
764,85.88082824085535,27.85117744356181,69.6933822631836,1070.0,245.20887756347656,0.47416019439697266,30.0,4.586504936218262,0.0,30.0,12.912015792608427,Slope_iqr_outlier;TWI_iqr_outlier
767,85.87363430457064,27.832014095705368,28.21510124206543,1233.0,324.5494384765625,0.7375627756118774,10.0,5.761692047119141,180.0,120.0,14.65851517757307,Rainfall_iqr_outlier
768,85.87606867473066,27.82977002555629,38.27451705932617,1433.0,224.10537719726562,0.31413358449935913,30.0,5.761692047119141,174.92855684535903,67.0820393249937,14.11884461628518,Rainfall_iqr_outlier
769,85.87843426569844,27.82936128024392,52.69099426269531,1523.0,217.86203002929688,0.4056132137775421,30.0,5.761692047119141,394.58839313897715,67.0820393249937,14.144005875807647,Rainfall_iqr_outlier
771,85.87601452426058,27.82796954031711,60.26011657714844,1176.0,213.65957641601562,0.4202232360839844,30.0,5.761692047119141,120.0,0.0,14.415017860357452,Rainfall_iqr_outlier
772,85.87796240483975,27.827255879394283,57.60690689086914,1249.0,209.19337463378906,0.282633900642395,10.0,5.761692047119141,270.0,123.69316876852982,13.597842282534272,Rainfall_iqr_outlier
802,85.68400739803931,28.01976722471531,39.79150390625,2843.0,277.8190612792969,0.7363704442977905,10.0,4.758371829986572,7213.612132628147,2752.8167392690707,15.201613229352755,Road Proximity_iqr_outlier
805,85.88448755930031,27.84738824210315,65.78070068359375,1361.0,261.20416259765625,0.3207155764102936,30.0,4.941662311553955,150.0,424.26406871192853,13.44483521088013,Slope_iqr_outlier;TWI_iqr_outlier
812,85.8930563612039,27.80958432490992,68.0833740234375,1269.0,192.32972717285156,0.28811803460121155,10.0,4.941662311553955,234.30749027719963,60.0,12.801414039689291,Slope_iqr_outlier;TWI_iqr_outlier
817,85.87300995680928,27.827453369637208,47.42295455932617,1034.0,202.75694274902344,0.26634252071380615,30.0,5.761692047119141,0.0,30.0,13.577642959956462,Rainfall_iqr_outlier
818,85.87718039851354,27.82457848620259,37.143680572509766,1018.0,228.5110321044922,0.38127467036247253,30.0,5.761692047119141,0.0,60.0,14.315640163666787,Rainfall_iqr_outlier
819,85.8746717554089,27.82983465931788,46.006927490234375,1321.0,239.99244689941406,0.5681353807449341,10.0,5.761692047119141,90.0,30.0,13.914014381863417,Rainfall_iqr_outlier
