sample_id,longitude,latitude,Slope,Elevation,Aspect,NDVI,LULC,Rainfall,River Proximity,Road Proximity,TWI,landslide
bg_41,85.71114661213393,28.01207485244106,25.77469253540039,3034.0,307.1158142089844,0.8538780808448792,10.0,4.635933876037598,6724.886616144543,1087.4741376235115,15.489805629497011,0
bg_42,85.93833054748775,27.92421961765417,46.47910690307617,1874.0,238.488037109375,0.7313725352287292,10.0,4.404165267944336,582.494635168428,300.0,14.383950630429215,0
bg_43,85.8154410166202,28.01827322790148,25.693906784057617,3530.0,262.26568603515625,0.6078999042510986,10.0,4.568583965301514,3212.3822935634544,295.4657340538831,16.00089053265967,0
bg_44,85.5448684530434,28.079717993335258,31.34681510925293,3185.0,226.29409790039062,0.0014409221475943923,60.0,4.3097357749938965,13651.582325869775,3156.9922394583105,15.464806038057153,0
bg_45,85.99788885082488,27.772763660751618,33.747623443603516,2552.0,194.26756286621094,0.8426138758659363,10.0,4.674496173858643,13336.240099818238,335.4101966249685,15.157525520915542,0
bg_46,85.55376177435619,27.839328823304875,24.653770446777344,1092.0,23.50699234008789,0.43485087156295776,10.0,4.967405796051025,591.6924876994806,134.1640786499874,15.22825707594172,0
bg_47,85.828915745882,27.896731169960113,64.24385833740234,2415.0,160.914794921875,0.7226219177246094,10.0,4.945862293243408,6113.673200294566,342.05262752974136,14.362060570418652,0
bg_48,85.54621592596958,27.810223408099404,24.798614501953125,1338.0,60.626495361328125,0.3977816700935364,10.0,4.967405796051025,2743.3191575170395,212.13203435596427,15.22372353358153,0
bg_49,85.5343581642192,27.888376837817802,25.164255142211914,1091.0,177.76580810546875,0.7232630848884583,10.0,5.103635787963867,360.0,42.42640687119285,14.669209195802237,0
bg_50,85.6222133990061,27.961679365001952,3.704791784286499,2187.0,-0.0,0.5558255314826965,10.0,4.582652568817139,1235.8397954427587,0.0,17.329922356385218,0
bg_51,85.95611719011332,27.926645068921292,26.187707901000977,2379.0,17.339454650878906,0.7721254229545593,10.0,4.404165267944336,2058.0087463370996,174.92855684535903,15.803704102689432,0
bg_52,85.84212098055855,27.645562216520293,24.400270462036133,1654.0,177.69125366210938,0.6149377822875977,10.0,4.407373905181885,7380.548760085526,0.0,15.107090005276783,0
bg_53,85.63892206329072,27.900504094153415,27.399169921875,1448.0,357.974853515625,0.6541041135787964,10.0,4.625964164733887,1429.0206436577464,60.0,14.730228625550065,0
bg_54,85.88631809253724,28.034442903015634,9.767486572265625,4348.0,212.1865997314453,0.31322094798088074,30.0,4.106739044189453,9728.376020693278,300.0,17.044415546203606,0
bg_55,85.51199011364463,27.802408065127562,11.927546501159668,1260.0,4.9700469970703125,0.4716804623603821,40.0,4.618796348571777,6545.5710216909265,30.0,15.65520686603171,0
bg_56,85.73297567353804,28.09184524967087,38.75939178466797,3806.0,134.88587951660156,0.7456610798835754,10.0,4.176478385925293,3007.9394940723123,3076.572768520192,15.145501381299336,0
bg_57,85.84373794806997,28.077562036653372,36.311737060546875,4818.0,238.0850067138672,-0.06197298318147659,60.0,3.896871328353882,7724.69416870338,1382.9316685939332,15.755364124752793,0
bg_58,85.82190888666587,28.119064202779693,32.69660568237305,4626.0,113.79674530029297,0.1023990660905838,70.0,3.67387318611145,9273.106275676992,540.8326913195983,15.720219906094242,0
bg_59,85.68904805614459,27.920446693460867,26.3192081451416,2660.0,270.0,0.8402093052864075,10.0,4.5489630699157715,5646.459067415613,134.1640786499874,15.498062698039995,0
bg_60,85.69174300199694,27.785429906257704,36.510292053222656,1229.0,203.29678344726562,0.7981828451156616,10.0,4.263062000274658,7890.0,192.09372712298546,14.53473648451982,0
bg_61,85.60388776721005,28.05115156730026,36.016578674316406,3041.0,280.2611999511719,0.7520229816436768,10.0,4.835017204284668,9097.96680583085,3033.5622624235025,15.243899159470446,0
bg_62,85.70467874208826,27.89430571869299,34.72856903076172,2981.0,102.13284301757812,0.7429763674736023,10.0,4.452770709991455,5927.562736909665,618.4658438426491,15.201660364315526,0
bg_63,85.81624950037592,28.01719524956054,33.885772705078125,3555.0,244.28775024414062,0.611664354801178,30.0,4.568583965301514,3279.893290947131,308.86890422961005,15.665435429708602,0
bg_64,85.70548722584397,28.09346221718229,17.709259033203125,4661.0,59.53931427001953,-0.06629884243011475,100.0,4.176478385925293,5554.53868471541,5613.207639131124,16.49532906412965,0
bg_65,85.91488451857224,27.81157088102558,20.677724838256836,1273.0,313.3333435058594,0.6922219395637512,30.0,4.941662311553955,2118.1359729724622,295.4657340538831,15.013256630184966,0
bg_66,85.64134751455784,28.02635806545856,11.546774864196777,1905.0,279.1180114746094,0.13553474843502045,60.0,4.772528171539307,5747.642995176371,1209.3386622447824,15.125040706535628,0
bg_67,85.78471863390331,27.884064924454027,17.3365535736084,1868.0,304.779541015625,0.8053632974624634,10.0,5.343934535980225,2490.0,174.92855684535903,15.930116731794197,0
bg_68,85.76531502376633,27.940119798183083,58.55023193359375,1798.0,179.35789489746094,0.3463265597820282,60.0,4.540307521820068,1314.8764200486676,241.86773244895647,13.781694076725326,0
bg_69,85.58340617873213,28.099391098057477,16.362869262695312,4023.0,90.0,0.37120360136032104,30.0,4.263921737670898,10770.0,885.889383614004,16.886786252224077,0
bg_70,85.61089462642619,28.08349091752856,36.879703521728516,4110.0,187.0235137939453,0.2031872570514679,30.0,4.257054328918457,12061.343208780687,3459.5086356302104,15.589219329092948,0
bg_71,85.65266628713775,28.05681095359021,34.41172790527344,2487.0,131.4277801513672,0.39948099851608276,10.0,4.772528171539307,9278.927739776833,2240.1785643113367,15.095563200162081,0
bg_72,85.64080852538737,27.840406801645816,34.6777229309082,2107.0,169.32594299316406,0.6771955490112305,10.0,4.497191429138184,5306.015454180284,30.0,14.928985919356244,0
bg_73,85.73459264104945,28.0627398344654,30.24689292907715,3410.0,316.20233154296875,0.6325893402099609,10.0,4.635933876037598,1710.0,1988.617610301186,15.531113060831172,0
bg_74,85.79388144980133,28.14520517754757,33.184078216552734,4921.0,171.9313507080078,-0.06542833149433136,70.0,3.67387318611145,9395.317982910423,4659.957081347424,16.16231104170864,0
bg_75,85.94264246085153,27.724793624579636,38.12711715698242,2320.0,309.74505615234375,0.7958396077156067,10.0,4.780183792114258,7864.464380998873,228.47319317591726,14.899040136511505,0
bg_76,85.61790148564232,27.768990736558315,15.370789527893066,971.0,273.37591552734375,0.6590868830680847,10.0,4.361113548278809,2135.0644018389703,276.5863337187866,14.843225469652618,0
bg_77,85.66263758679148,27.957097957052945,36.96101379394531,2235.0,222.99447631835938,0.8705403208732605,10.0,4.595747470855713,2370.0,632.8506932918697,14.890307888646658,0
bg_78,85.82649029461487,28.164608787684553,29.161039352416992,5235.0,189.47032165527344,-0.09425107389688492,70.0,3.266342878341675,10928.444537078458,5522.934002864781,16.256167980719376,0
