Aspect,Slope,LULC,NDVI,Rainfall,TWI
152.62971,32.53758,30,0.5890467,4.541609,14.915709927538073
160.98163,38.225063,60,0.5524849,4.541609,15.076378728143856
166.81244,25.741537,30,0.6278251,4.541609,15.454227453515106
151.94415,31.950644,10,0.7019433,4.541609,15.545743860435213
143.943,29.277727,10,0.80550957,4.541609,15.3895347739192
166.5899,43.48797,10,0.7197657,4.726099,14.712842200007405
185.8778,35.60366,10,0.56478584,4.726099,14.70819482774222
155.9149,33.97192,10,0.7812737,4.726099,14.79848830926776
112.65738,47.53314,10,0.59153485,4.726099,14.364023727311002
97.91311,63.42244,10,0.70481,4.726099,13.86366128754748
149.32097,49.858513,30,0.3613475,4.726099,15.743928845829476
78.381424,53.80199,10,0.4557106,4.726099,15.321869289816412
49.77862,47.804283,10,0.5675984,4.586505,14.45399849995131
71.48453,29.28061,10,0.658831,4.726099,15.159353755866242
81.14425,32.248165,10,0.8309775,4.726099,14.93886711950582
106.08002,43.0792,10,0.48510313,4.726099,14.829363502000316
109.72945,31.938707,60,0.2932377,4.726099,14.873698197498404
79.04895,53.741306,10,0.8102345,4.726099,14.548658841526567
102.78978,33.349525,10,0.57120615,4.726099,14.490530081248531
235.98009,20.613098,10,0.7751792,4.726099,15.120821447541694
296.76767,40.78208,10,0.7819966,4.758372,15.006877751926565
189.03265,43.054317,30,0.69500935,4.726099,15.066490496017614
141.64903,39.545464,30,0.2865681,5.2163897,14.571592919620388
305.15738,50.400883,10,0.6743764,4.9416623,14.17914414972148
312.6799,49.481453,10,0.69662493,4.9416623,14.06561661319745
82.6047,32.16273,60,0.27107167,4.835017,15.164745575756202
283.96246,31.123798,10,0.46753246,4.586505,14.633821744917435
199.5664,31.018253,60,0.37147436,4.647837,14.33189586561086
136.4693,29.17003,30,0.4728261,4.967406,14.419839835984126
67.16621,22.643303,10,0.52576566,4.967406,14.80045579866002
92.1104,23.729635,30,0.7907654,4.967406,15.086750901336954
180.0,36.071453,30,0.4240485,4.496347,14.564010308269095
154.86662,36.245445,30,0.6370831,4.496347,14.681440976900197
172.19067,47.160095,30,0.53886694,4.496347,14.23474614678426
157.89445,34.270992,30,0.5325712,4.496347,14.18281406535996
149.0777,43.90119,30,0.5772549,4.496347,14.3440545450744
184.41125,35.541183,10,0.56789464,4.607892,14.424517348887544
154.12915,32.197735,10,0.8112056,4.496347,14.92618509530572
153.1506,34.584766,10,0.6793407,4.496347,14.718054019478704
116.394066,49.364613,60,0.543907,4.696327,14.337204241427148
94.3578,46.808235,10,0.7358082,4.696327,14.21815262668687
81.38326,32.954166,10,0.7268293,4.696327,14.579072316177546
82.10576,43.316513,10,0.7586935,4.696327,14.914021198705337
